Tiempo,SPU
28/04/2021 18:24,10943.30283
28/04/2021 18:24,10988.64112
28/04/2021 18:24,10951.62061
28/04/2021 18:24,10927.47265
28/04/2021 18:24,10945.24089
28/04/2021 18:24,10949.90531
28/04/2021 18:24,10939.66424
28/04/2021 18:24,10932.77407
28/04/2021 18:24,10936.38755
28/04/2021 18:24,10942.82788
28/04/2021 18:24,10977.3757
28/04/2021 18:24,10939.23475
28/04/2021 18:24,10924.38225
28/04/2021 18:24,10943.09253
28/04/2021 18:24,10994.98245
28/04/2021 18:24,10988.30323
28/04/2021 18:24,10953.75556
28/04/2021 18:24,10942.97163
28/04/2021 18:24,10944.85717
28/04/2021 18:24,10973.42449
28/04/2021 18:24,10936.67519
28/04/2021 18:24,10944.95362
28/04/2021 18:24,10947.60019
28/04/2021 18:24,10965.24067
28/04/2021 18:24,10954.61111
28/04/2021 18:24,10942.88822
28/04/2021 18:24,10943.88185
28/04/2021 18:24,10954.82131
28/04/2021 18:24,10964.12788
28/04/2021 18:24,10954.88828
28/04/2021 18:24,10949.40879
28/04/2021 18:24,10954.87879
28/04/2021 18:24,10960.56143
28/04/2021 18:24,10957.42259
28/04/2021 18:24,10945.37757
28/04/2021 18:24,10949.5701
28/04/2021 18:24,11001.79837
28/04/2021 18:24,10962.41519
28/04/2021 18:24,10957.59888
28/04/2021 18:24,10960.7163
28/04/2021 18:24,10958.51813
28/04/2021 18:24,10942.98593
28/04/2021 18:24,10952.58646
28/04/2021 18:24,10953.29371
28/04/2021 18:24,10958.13576
28/04/2021 18:24,10966.47857
28/04/2021 18:24,10966.55296
28/04/2021 18:24,10938.73878
28/04/2021 18:24,10964.77981
28/04/2021 18:24,10967.28122
28/04/2021 18:24,10961.93111
28/04/2021 18:24,10975.72956
28/04/2021 18:24,10970.48694
28/04/2021 18:24,10993.69253
28/04/2021 18:24,10999.38638
28/04/2021 18:24,10974.03796
28/04/2021 18:24,10991.66328
28/04/2021 18:24,10978.00564
28/04/2021 18:24,10989.16694
28/04/2021 18:24,10993.85852
28/04/2021 18:24,10982.75196
28/04/2021 18:24,10992.49636
28/04/2021 18:24,10982.80224
28/04/2021 18:24,10980.69444
28/04/2021 18:24,10978.18653
28/04/2021 18:24,10963.38081
28/04/2021 18:24,10959.99685
28/04/2021 18:24,10939.0306
28/04/2021 18:24,10953.60857
28/04/2021 18:24,10935.99434
28/04/2021 18:24,10956.87152
28/04/2021 18:24,10945.85146
28/04/2021 18:24,10966.25128
28/04/2021 18:24,10984.82816
28/04/2021 18:24,11004.02167
28/04/2021 18:24,11011.28355
28/04/2021 18:24,10996.42485
28/04/2021 18:24,11008.98
28/04/2021 18:24,11050.64741
28/04/2021 18:24,11006.79143
28/04/2021 18:24,10998.99956
28/04/2021 18:24,10988.33212
28/04/2021 18:24,11000.20735
28/04/2021 18:24,10992.94815
28/04/2021 18:24,10995.52163
28/04/2021 18:24,11023.42778
28/04/2021 18:24,11020.11204
28/04/2021 18:24,11008.52263
28/04/2021 18:24,11007.42278
28/04/2021 18:24,10995.21327
28/04/2021 18:24,11004.47939
28/04/2021 18:24,11004.30542
28/04/2021 18:25,11008.86722
28/04/2021 18:25,11004.87794
28/04/2021 18:25,11020.96296
28/04/2021 18:25,11029.66654
28/04/2021 18:25,11040.84303
28/04/2021 18:25,11008.70898
28/04/2021 18:25,11020.21596
28/04/2021 18:25,11008.72729
28/04/2021 18:25,10997.11495
28/04/2021 18:25,11020.15178
28/04/2021 18:25,11023.9103
28/04/2021 18:25,11010.23178
28/04/2021 18:25,11027.98
28/04/2021 18:25,11101.80667
28/04/2021 18:25,11012.05009
28/04/2021 18:25,11043.77926
28/04/2021 18:25,10997.45429
28/04/2021 18:25,11000.66626
28/04/2021 18:25,11010.90243
28/04/2021 18:25,11008.73535
28/04/2021 18:25,11020.07477
28/04/2021 18:25,11048.60061
28/04/2021 18:25,11004.31364
28/04/2021 18:25,10998.74707
28/04/2021 18:25,11028.07378
28/04/2021 18:25,11021.0298
28/04/2021 18:25,11016.05333
28/04/2021 18:25,11043.98093
28/04/2021 18:25,11103.35722
28/04/2021 18:25,11079.34037
28/04/2021 18:25,11047.43414
28/04/2021 18:25,11064.83694
28/04/2021 18:25,11106.58481
28/04/2021 18:25,11084.55514
28/04/2021 18:25,11049.70364
28/04/2021 18:25,11039.80041
28/04/2021 18:25,11031.82956
28/04/2021 18:25,11028.54182
28/04/2021 18:25,11059.46388
28/04/2021 18:25,11009.24808
28/04/2021 18:25,11030.58735
28/04/2021 18:25,11014.92278
28/04/2021 18:25,11043.42989
28/04/2021 18:25,11016.70909
28/04/2021 18:25,11029.63434
28/04/2021 18:25,11018.13408
28/04/2021 18:25,11020.56933
28/04/2021 18:25,11023.13159
28/04/2021 18:25,11023.50586
28/04/2021 18:25,11012.29429
28/04/2021 18:25,11027.65798
28/04/2021 18:25,11026.97367
28/04/2021 18:25,11044.38141
28/04/2021 18:25,11036.95222
28/04/2021 18:25,11060.29449
28/04/2021 18:25,11037.0337
28/04/2021 18:25,11089.49082
28/04/2021 18:25,11069.32828
28/04/2021 18:25,11045.31694
28/04/2021 18:25,11048.34704
28/04/2021 18:25,11049.94041
28/04/2021 18:25,11057.21093
28/04/2021 18:25,11049.68323
28/04/2021 18:25,11041.05483
28/04/2021 18:25,11046.19111
28/04/2021 18:25,11038.64571
28/04/2021 18:25,11040.64704
28/04/2021 18:25,11029.53592
28/04/2021 18:25,11043.50566
28/04/2021 18:25,11096.80837
28/04/2021 18:25,11036.2037
28/04/2021 18:25,11026.98486
28/04/2021 18:25,11032.98606
28/04/2021 18:25,11038.29717
28/04/2021 18:25,11024.15364
28/04/2021 18:25,11038.30056
28/04/2021 18:25,11039.21017
28/04/2021 18:25,11045.65611
28/04/2021 18:25,11027.23663
28/04/2021 18:25,11038.63091
28/04/2021 18:25,11029.2731
28/04/2021 18:25,11043.43741
28/04/2021 18:25,11067.35837
28/04/2021 18:25,11035.18444
28/04/2021 18:25,11042.51394
28/04/2021 18:25,11031.05207
28/04/2021 18:25,11036.53852
28/04/2021 18:25,11035.69701
28/04/2021 18:25,11046.28545
28/04/2021 18:25,11035.75757
28/04/2021 18:25,11041.42182
28/04/2021 18:25,11045.31645
28/04/2021 18:25,11045.02485
28/04/2021 18:25,11061.0529
28/04/2021 18:25,11055.14242
28/04/2021 18:25,11038.35589
28/04/2021 18:25,11054.32148
28/04/2021 18:25,11043.69328
28/04/2021 18:25,11049.75389
28/04/2021 18:25,11051.12449
28/04/2021 18:25,11033.82711
28/04/2021 18:25,11045.04815
28/04/2021 18:25,11060.44041
28/04/2021 18:25,11033.67152
28/04/2021 18:25,11043.38603
28/04/2021 18:25,11041.04611
28/04/2021 18:25,11038.85626
28/04/2021 18:25,11056.50389
28/04/2021 18:25,11029.65837
28/04/2021 18:25,11044.78204
28/04/2021 18:25,11033.48245
28/04/2021 18:25,11043.8899
28/04/2021 18:25,11053.42184
28/04/2021 18:25,11051.49074
28/04/2021 18:25,11052.04222
28/04/2021 18:25,11057.82429
28/04/2021 18:25,11041.17495
28/04/2021 18:25,11070.80735
28/04/2021 18:25,11062.68505
28/04/2021 18:25,11046.30966
28/04/2021 18:25,11048.9903
28/04/2021 18:25,11064.7303
28/04/2021 18:25,11072.73714
28/04/2021 18:25,11053.0337
28/04/2021 18:25,11048.81449
28/04/2021 18:25,11107.98511
28/04/2021 18:25,11071.1951
28/04/2021 18:25,11060.51573
28/04/2021 18:25,11066.9628
28/04/2021 18:25,11061.42267
28/04/2021 18:25,11042.76121
28/04/2021 18:25,11063.17857
28/04/2021 18:25,11061.82303
28/04/2021 18:25,11046.8486
28/04/2021 18:25,11077.08519
28/04/2021 18:25,11066.37184
28/04/2021 18:25,11081.72685
28/04/2021 18:25,11066.16571
28/04/2021 18:25,11063.95944
28/04/2021 18:25,11054.62592
28/04/2021 18:25,11071.03313
28/04/2021 18:25,11084.84318
28/04/2021 18:25,11086.63761
28/04/2021 18:25,11106.4572
28/04/2021 18:25,11075.16389
28/04/2021 18:25,11049.40052
28/04/2021 18:25,11075.27556
28/04/2021 18:25,11076.24704
28/04/2021 18:25,11066.80318
28/04/2021 18:25,11104.23394
28/04/2021 18:25,11095.20939
28/04/2021 18:25,11075.41556
28/04/2021 18:25,11073.82857
28/04/2021 18:25,11087.38667
28/04/2021 18:25,11075.8249
28/04/2021 18:25,11080.07185
28/04/2021 18:25,11059.00347
28/04/2021 18:25,11088.20759
28/04/2021 18:25,11058.03327
28/04/2021 18:25,11073.13071
28/04/2021 18:25,11069.29707
28/04/2021 18:25,11102.03185
28/04/2021 18:25,11085.89519
28/04/2021 18:25,11067.82056
28/04/2021 18:25,11091.0099
28/04/2021 18:25,11084.81682
28/04/2021 18:25,11075.15778
28/04/2021 18:25,11084.45286
28/04/2021 18:25,11076.77293
28/04/2021 18:25,11078.67028
28/04/2021 18:25,11071.35009
28/04/2021 18:25,11094.35618
28/04/2021 18:25,11071.82808
28/04/2021 18:25,11070.90112
28/04/2021 18:25,11092.51677
28/04/2021 18:25,11071.46545
28/04/2021 18:25,11079.25402
28/04/2021 18:25,11073.0237
28/04/2021 18:25,11076.75402
28/04/2021 18:25,11083.45519
28/04/2021 18:25,11090.36972
28/04/2021 18:25,11075.93222
28/04/2021 18:25,11067.76673
28/04/2021 18:25,11158.68404
28/04/2021 18:25,11136.88729
28/04/2021 18:25,11127.07051
28/04/2021 18:25,11149.70404
28/04/2021 18:25,11132.43326
28/04/2021 18:25,11160.99596
28/04/2021 18:25,11124.67944
28/04/2021 18:25,11102.30283
28/04/2021 18:25,11095.27388
28/04/2021 18:25,11132.55333
28/04/2021 18:25,11156.31079
28/04/2021 18:25,11151.68808
28/04/2021 18:25,11133.21131
28/04/2021 18:25,11109.03224
28/04/2021 18:25,11076.13475
28/04/2021 18:25,11089.70019
28/04/2021 18:25,11122.79293
28/04/2021 18:25,11090.43383
28/04/2021 18:25,11091.35475
28/04/2021 18:25,11086.76347
28/04/2021 18:25,11083.60722
28/04/2021 18:25,11080.56561
28/04/2021 18:25,11075.49074
28/04/2021 18:25,11086.78485
28/04/2021 18:25,11073.59612
28/04/2021 18:25,11126.47574
28/04/2021 18:25,11137.04224
28/04/2021 18:25,11121.72768
28/04/2021 18:25,11153.68636
28/04/2021 18:25,11130.40667
28/04/2021 18:25,11131.39866
28/04/2021 18:25,11140.25717
28/04/2021 18:25,11123.57138
28/04/2021 18:25,11098.79152
28/04/2021 18:25,11090.04163
28/04/2021 18:25,11135.32384
28/04/2021 18:25,11158.09531
28/04/2021 18:25,11143.57148
28/04/2021 18:25,11098.94816
28/04/2021 18:25,11149.54537
28/04/2021 18:25,11111.85714
28/04/2021 18:25,11126.29333
28/04/2021 18:25,11128.50727
28/04/2021 18:25,11101.25306
28/04/2021 18:25,11103.72315
28/04/2021 18:25,11120.14959
28/04/2021 18:25,11093.13939
28/04/2021 18:25,11100.86382
28/04/2021 18:25,11091.83535
28/04/2021 18:25,11071.99645
28/04/2021 18:25,11106.83313
28/04/2021 18:25,11083.58444
28/04/2021 18:25,11095.10469
28/04/2021 18:25,11124.40949
28/04/2021 18:25,11063.48729
28/04/2021 18:25,11092.99537
28/04/2021 18:25,11133.66367
28/04/2021 18:25,11080.49593
28/04/2021 18:25,11111.41028
28/04/2021 18:25,11098.12222
28/04/2021 18:25,11084.13981
28/04/2021 18:25,11139.35402
28/04/2021 18:25,11096.47682
28/04/2021 18:25,11103.78485
28/04/2021 18:25,11121.17944
28/04/2021 18:25,11115.21944
28/04/2021 18:25,11102.42505
28/04/2021 18:25,11118.64505
28/04/2021 18:25,11112.42586
28/04/2021 18:25,11095.12367
28/04/2021 18:25,11071.3413
28/04/2021 18:25,11170.26429
28/04/2021 18:25,11097.03515
28/04/2021 18:25,11063.3964
28/04/2021 18:25,11106.53697
28/04/2021 18:25,11128.1598
28/04/2021 18:25,11117.97701
28/04/2021 18:25,11109.77374
28/04/2021 18:25,11174.11281
28/04/2021 18:25,11110.18929
28/04/2021 18:25,11133.55707
28/04/2021 18:25,11166.39056
28/04/2021 18:25,11132.03134
28/04/2021 18:25,11089.34283
28/04/2021 18:25,11129.43796
28/04/2021 18:25,11110.54422
28/04/2021 18:25,11047.9604
28/04/2021 18:25,11087.6849
28/04/2021 18:25,11109.54352
28/04/2021 18:25,11114.67796
28/04/2021 18:25,11105.55333
28/04/2021 18:25,11137.15551
28/04/2021 18:25,11136.31933
28/04/2021 18:25,11094.80766
28/04/2021 18:25,11120.99899
28/04/2021 18:25,11135.10162
28/04/2021 18:25,11112.77327
28/04/2021 18:25,11147.10222
28/04/2021 18:25,11110.10959
28/04/2021 18:25,11117.52121
28/04/2021 18:25,11166.11163
28/04/2021 18:25,11151.4137
28/04/2021 18:25,11133.74327
28/04/2021 18:25,11136.56222
28/04/2021 18:25,11052.94131
28/04/2021 18:25,11088.44
28/04/2021 18:25,11106.2529
28/04/2021 18:25,11092.47259
28/04/2021 18:25,11109.42505
28/04/2021 18:25,11099.61231
28/04/2021 18:25,11128.69252
28/04/2021 18:25,11110.07
28/04/2021 18:25,11118.2372
28/04/2021 18:25,11097.05231
28/04/2021 18:25,11119.20561
28/04/2021 18:25,11170.25717
28/04/2021 18:25,11119.31356
28/04/2021 18:25,11114.64041
28/04/2021 18:25,11158.33521
28/04/2021 18:25,11084.45009
28/04/2021 18:25,11128.04525
28/04/2021 18:25,11132.47738
28/04/2021 18:25,11160.77981
28/04/2021 18:25,11083.78138
28/04/2021 18:25,11143.59037
28/04/2021 18:25,11093.31196
28/04/2021 18:25,11168.87863
28/04/2021 18:25,11123.90262
28/04/2021 18:25,11122.22222
28/04/2021 18:25,11153.04785
28/04/2021 18:25,11177.97675
28/04/2021 18:25,11133.98262
28/04/2021 18:25,11146.73089
28/04/2021 18:25,11149.47
28/04/2021 18:25,11141.10384
28/04/2021 18:25,11147.55556
28/04/2021 18:25,11120.37346
28/04/2021 18:25,11125.04735
28/04/2021 18:25,11108.80598
28/04/2021 18:25,11096.09389
28/04/2021 18:25,11113.46918
28/04/2021 18:25,11119.20222
28/04/2021 18:25,11161.05607
28/04/2021 18:25,11108.54081
28/04/2021 18:25,11155.39252
28/04/2021 18:25,11120.74352
28/04/2021 18:25,11162.81327
28/04/2021 18:25,11128.18263
28/04/2021 18:25,11192.78143
28/04/2021 18:25,11160.36178
28/04/2021 18:25,11168.34889
28/04/2021 18:25,11136.6514
28/04/2021 18:25,11032.74909
28/04/2021 18:25,11132.88612
28/04/2021 18:25,11121.87313
28/04/2021 18:25,11155.12898
28/04/2021 18:25,11161.39778
28/04/2021 18:25,11165.87449
28/04/2021 18:25,11105.51667
28/04/2021 18:25,11138.37346
28/04/2021 18:25,11130.58564
28/04/2021 18:25,11168.19701
28/04/2021 18:25,11153.80093
28/04/2021 18:25,11193.76259
28/04/2021 18:25,11148.13397
28/04/2021 18:25,11144.34167
28/04/2021 18:25,11150.21714
28/04/2021 18:25,11136.96093
28/04/2021 18:25,11166.57755
28/04/2021 18:25,11180.78204
28/04/2021 18:25,11133.53981
28/04/2021 18:25,11133.49495
28/04/2021 18:25,11171.97794
28/04/2021 18:25,11126.97889
28/04/2021 18:25,11142.53362
28/04/2021 18:25,11151.89313
28/04/2021 18:25,11132.48692
28/04/2021 18:25,11135.27044
28/04/2021 18:25,11176.16909
28/04/2021 18:25,11158.73082
28/04/2021 18:25,11192.23818
28/04/2021 18:25,11152.99065
28/04/2021 18:25,11127.32735
28/04/2021 18:25,11130.47224
28/04/2021 18:25,11124.81414
28/04/2021 18:25,11151.81163
28/04/2021 18:25,11160.53192
28/04/2021 18:25,11135.1828
28/04/2021 18:25,11147.52424
28/04/2021 18:25,11137.40318
28/04/2021 18:25,11135.66121
28/04/2021 18:25,11136.49717
28/04/2021 18:25,11162.88764
28/04/2021 18:25,11154.47611
28/04/2021 18:25,11153.41571
28/04/2021 18:25,11138.2996
28/04/2021 18:25,11145.81163
28/04/2021 18:25,11160.70103
28/04/2021 18:25,11131.81103
28/04/2021 18:25,11156.06833
28/04/2021 18:25,11158.80163
28/04/2021 18:25,11148.16424
28/04/2021 18:25,11164.07741
28/04/2021 18:25,11149.58692
28/04/2021 18:25,11165.79722
28/04/2021 18:25,11147.98862
28/04/2021 18:25,11154.01074
28/04/2021 18:25,11162.45528
28/04/2021 18:25,11167.70869
28/04/2021 18:25,11171.38056
28/04/2021 18:25,11172.56188
28/04/2021 18:25,11169.70673
28/04/2021 18:25,11167.04759
28/04/2021 18:25,11168.94306
28/04/2021 18:25,11155.4499
28/04/2021 18:25,11173.01759
28/04/2021 18:25,11180.28093
28/04/2021 18:25,11166.59103
28/04/2021 18:25,11172.33815
28/04/2021 18:25,11184.99155
28/04/2021 18:25,11173.47722
28/04/2021 18:25,11180.44112
28/04/2021 18:25,11212.95354
28/04/2021 18:25,11208.17758
28/04/2021 18:25,11184.06879
28/04/2021 18:25,11234.35093
28/04/2021 18:25,11291.05483
28/04/2021 18:25,11302.52926
28/04/2021 18:25,11293.90019
28/04/2021 18:25,11224.10525
28/04/2021 18:25,11172.20075
28/04/2021 18:25,11183.75426
28/04/2021 18:25,11175.6286
28/04/2021 18:25,11184.76869
28/04/2021 18:25,11199.90327
28/04/2021 18:25,11209.91278
28/04/2021 18:25,11182.12707
28/04/2021 18:25,11181.78537
28/04/2021 18:25,11172.61267
28/04/2021 18:25,11208.45776
28/04/2021 18:25,11183.05273
28/04/2021 18:25,11175.08265
28/04/2021 18:25,11197.20343
28/04/2021 18:25,11174.37028
28/04/2021 18:25,11177.48622
28/04/2021 18:25,11180.50561
28/04/2021 18:25,11187.13352
28/04/2021 18:25,11189.75607
28/04/2021 18:25,11227.75932
28/04/2021 18:25,11183.69028
28/04/2021 18:25,11193.77407
28/04/2021 18:25,11209.61551
28/04/2021 18:25,11191.97907
28/04/2021 18:25,11189.22869
28/04/2021 18:25,11196.89224
28/04/2021 18:25,11187.33222
28/04/2021 18:25,11239.52603
28/04/2021 18:25,11190.69722
28/04/2021 18:25,11196.00617
28/04/2021 18:25,11178.22242
28/04/2021 18:25,11196.26921
28/04/2021 18:25,11201.26222
28/04/2021 18:25,11196.0602
28/04/2021 18:25,11202.38598
28/04/2021 18:25,11203.15738
28/04/2021 18:25,11196.50556
28/04/2021 18:25,11186.42355
28/04/2021 18:25,11206.11389
28/04/2021 18:25,11204.39838
28/04/2021 18:25,11202.30878
28/04/2021 18:25,11194.06481
28/04/2021 18:25,11203.05466
28/04/2021 18:25,11196.13241
28/04/2021 18:25,11236.10991
28/04/2021 18:25,11203.09185
28/04/2021 18:25,11198.41163
28/04/2021 18:25,11214.07204
28/04/2021 18:25,11211.66037
28/04/2021 18:25,11221.6499
28/04/2021 18:25,11199.67592
28/04/2021 18:25,11212.37717
28/04/2021 18:25,11219.30586
28/04/2021 18:25,11236.08674
28/04/2021 18:25,11214.45172
28/04/2021 18:25,11210.27159
28/04/2021 18:25,11207.02722
28/04/2021 18:25,11211.22306
28/04/2021 18:25,11206.0703
28/04/2021 18:25,11201.6851
28/04/2021 18:25,11206.81859
28/04/2021 18:25,11213.00689
28/04/2021 18:25,11200.92551
28/04/2021 18:25,11209.17074
28/04/2021 18:25,11233.59714
28/04/2021 18:25,11208.80852
28/04/2021 18:25,11213.25633
28/04/2021 18:25,11220.10202
28/04/2021 18:25,11239.90735
28/04/2021 18:25,11231.79074
28/04/2021 18:25,11244.98748
28/04/2021 18:25,11211.95
28/04/2021 18:25,11224.72505
28/04/2021 18:25,11219.2899
28/04/2021 18:25,11219.2802
28/04/2021 18:25,11221.43738
28/04/2021 18:25,11211.00848
28/04/2021 18:25,11203.97408
28/04/2021 18:25,11209.71475
28/04/2021 18:25,11197.45655
28/04/2021 18:25,11226.28889
28/04/2021 18:25,11205.86449
28/04/2021 18:25,11213.42167
28/04/2021 18:25,11220.16517
28/04/2021 18:25,11213.11741
28/04/2021 18:25,11220.32517
28/04/2021 18:25,11209.23111
28/04/2021 18:25,11239.85828
28/04/2021 18:25,11225.42685
28/04/2021 18:25,11204.70041
28/04/2021 18:25,11210.89685
28/04/2021 18:25,11237.10327
28/04/2021 18:25,11207.45278
28/04/2021 18:25,11202.93469
28/04/2021 18:25,11222.93733
28/04/2021 18:25,11246.55857
28/04/2021 18:25,11214.29148
28/04/2021 18:25,11217.24525
28/04/2021 18:25,11218.00017
28/04/2021 18:25,11204.30093
28/04/2021 18:26,11202.38562
28/04/2021 18:26,11210.46364
28/04/2021 18:26,11226.1802
28/04/2021 18:26,11219.96929
28/04/2021 18:26,11205.99009
28/04/2021 18:26,11215.74707
28/04/2021 18:26,11219.68163
28/04/2021 18:26,11212.27278
28/04/2021 18:26,11216.60141
28/04/2021 18:26,11214.85682
28/04/2021 18:26,11214.24667
28/04/2021 18:26,11223.63955
28/04/2021 18:26,11230.91758
28/04/2021 18:26,11242.10408
28/04/2021 18:26,11218.66061
28/04/2021 18:26,11206.34796
28/04/2021 18:26,11226.13944
28/04/2021 18:26,11218.7357
28/04/2021 18:26,11232.48586
28/04/2021 18:26,11229.14778
28/04/2021 18:26,11207.97959
28/04/2021 18:26,11208.90389
28/04/2021 18:26,11228.68755
28/04/2021 18:26,11223.52578
28/04/2021 18:26,11212.2557
28/04/2021 18:26,11220.77455
28/04/2021 18:26,11221.80061
28/04/2021 18:26,11219.89636
28/04/2021 18:26,11227.78545
28/04/2021 18:26,11223.13121
28/04/2021 18:26,11249.79889
28/04/2021 18:26,11225.1651
28/04/2021 18:26,11220.1596
28/04/2021 18:26,11216.7949
28/04/2021 18:26,11231.05148
28/04/2021 18:26,11213.71918
28/04/2021 18:26,11228.31067
28/04/2021 18:26,11232.08707
28/04/2021 18:26,11232.77449
28/04/2021 18:26,11224.95152
28/04/2021 18:26,11233.61888
28/04/2021 18:26,11223.19798
28/04/2021 18:26,11234.15178
28/04/2021 18:26,11228.82364
28/04/2021 18:26,11240.47753
28/04/2021 18:26,11216.9263
28/04/2021 18:26,11235.31383
28/04/2021 18:26,11219.06426
28/04/2021 18:26,11233.74991
28/04/2021 18:26,11218.7947
28/04/2021 18:26,11237.9114
28/04/2021 18:26,11248.46981
28/04/2021 18:26,11220.18333
28/04/2021 18:26,11230.67931
28/04/2021 18:26,11241.12037
28/04/2021 18:26,11224.57236
28/04/2021 18:26,11255.85315
28/04/2021 18:26,11241.73121
28/04/2021 18:26,11225.90267
28/04/2021 18:26,11231.60776
28/04/2021 18:26,11234.58378
28/04/2021 18:26,11242.08694
28/04/2021 18:26,11221.99241
28/04/2021 18:26,11236.55813
28/04/2021 18:26,11265.07889
28/04/2021 18:26,11223.72393
28/04/2021 18:26,11236.73148
28/04/2021 18:26,11308.51907
28/04/2021 18:26,11232.89383
28/04/2021 18:26,11226.58
28/04/2021 18:26,11237.42796
28/04/2021 18:26,11231.24278
28/04/2021 18:26,11248.09694
28/04/2021 18:26,11244.16343
28/04/2021 18:26,11230.85925
28/04/2021 18:26,11232.33293
28/04/2021 18:26,11233.5149
28/04/2021 18:26,11236.16407
28/04/2021 18:26,11235.59212
28/04/2021 18:26,11236.83888
28/04/2021 18:26,11228.91253
28/04/2021 18:26,11267.14315
28/04/2021 18:26,11236.03636
28/04/2021 18:26,11236.11265
28/04/2021 18:26,11230.68465
28/04/2021 18:26,11250.96654
28/04/2021 18:26,11258.11798
28/04/2021 18:26,11246.65356
28/04/2021 18:26,11245.79265
28/04/2021 18:26,11243.7099
28/04/2021 18:26,11298.0314
28/04/2021 18:26,11243.3063
28/04/2021 18:26,11255.17673
28/04/2021 18:26,11264.09574
28/04/2021 18:26,11256.24692
28/04/2021 18:26,11270.37374
28/04/2021 18:26,11260.6702
28/04/2021 18:26,11267.7503
28/04/2021 18:26,11273.13455
28/04/2021 18:26,11307.56056
28/04/2021 18:26,11254.70769
28/04/2021 18:26,11271.30822
28/04/2021 18:26,11271.77911
28/04/2021 18:26,11264.44449
28/04/2021 18:26,11275.08121
28/04/2021 18:26,11262.02299
28/04/2021 18:26,11256.78667
28/04/2021 18:26,11314.47878
28/04/2021 18:26,11267.03436
28/04/2021 18:26,11266.64168
28/04/2021 18:26,11270.33722
28/04/2021 18:26,11272.79265
28/04/2021 18:26,11273.99475
28/04/2021 18:26,11255.32867
28/04/2021 18:26,11283.25793
28/04/2021 18:26,11272.54848
28/04/2021 18:26,11267.78561
28/04/2021 18:26,11283.87378
28/04/2021 18:26,11259.41626
28/04/2021 18:26,11266.25944
28/04/2021 18:26,11273.47701
28/04/2021 18:26,11269.79467
28/04/2021 18:26,11268.44523
28/04/2021 18:26,11277.05212
28/04/2021 18:26,11326.76545
28/04/2021 18:26,11279.91143
28/04/2021 18:26,11288.56788
28/04/2021 18:26,11279.86224
28/04/2021 18:26,11271.62315
28/04/2021 18:26,11266.47673
28/04/2021 18:26,11270.4013
28/04/2021 18:26,11269.82204
28/04/2021 18:26,11282.36926
28/04/2021 18:26,11283.7198
28/04/2021 18:26,11281.34949
28/04/2021 18:26,11278.81556
28/04/2021 18:26,11283.855
28/04/2021 18:26,11275.20556
28/04/2021 18:26,11270.6251
28/04/2021 18:26,11279.80833
28/04/2021 18:26,11282.46612
28/04/2021 18:26,11268.40574
28/04/2021 18:26,11269.44816
28/04/2021 18:26,11286.11067
28/04/2021 18:26,11275.09483
28/04/2021 18:26,11271.10364
28/04/2021 18:26,11284.47252
28/04/2021 18:26,11276.58981
28/04/2021 18:26,11277.72727
28/04/2021 18:26,11285.50729
28/04/2021 18:26,11278.05192
28/04/2021 18:26,11278.53633
28/04/2021 18:26,11283.29296
28/04/2021 18:26,11286.56654
28/04/2021 18:26,11282.80263
28/04/2021 18:26,11272.4302
28/04/2021 18:26,11277.28444
28/04/2021 18:26,11278.64551
